1950-10-01,135706.1598371901
1951-10-01,118289.9537466942
1952-10-01,99286.16589173554
1953-10-01,132052.13605041322
1954-10-01,111404.31991115704
1955-10-01,139234.48449669423
1956-10-01,110972.9216268595
1957-10-01,101800.32049710743
1958-10-01,133447.88187396695
1959-10-01,98186.44462809918
1960-10-01,96080.67272727273
1961-10-01,79334.71487603305
1962-10-01,81127.15661157023
1963-10-01,89603.97520661158
1964-10-01,96289.55950413222
1965-10-01,83465.9640495868
1966-10-01,97010.40000000001
1967-10-01,86447.1285123967
1968-10-01,96393.39917355374
1969-10-01,73597.57314049586
1970-10-01,98324.09256198347
1971-10-01,112904.5103305785
1972-10-01,66483.9520661157
1973-10-01,102883.3785123967
1974-10-01,83493.13140495867
1975-10-01,102210.23181818181
1976-10-01,65410.53966942149
1977-10-01,77301.99297520661
1978-10-01,74436.13884297521
1979-10-01,74880.47603305784
1980-10-01,94734.98305785123
1981-10-01,100513.17768595045
1982-10-01,94125.83057851241
1983-10-01,83463.54917355372
1984-10-01,73989.99049586778
1985-10-01,81857.65661157024
1986-10-01,73405.59049586777
1987-10-01,70038.64958677685
1988-10-01,73503.99669421489
1989-10-01,93657.34462809919
1990-10-01,105940.61157024793
1991-10-01,74438.55371900827
1992-10-01,67660.60041322315
1993-10-01,68698.39338842974
1994-10-01,74873.23140495867
1995-10-01,118905.47727272726
1996-10-01,119992.77520661156
1997-10-01,89818.89917355374
1998-10-01,98653.72314049586
1999-10-01,91459.20371900828
2000-10-01,58494.334710743795
2001-10-01,81797.88842975209
2002-10-01,72177.62603305785
2003-10-01,72037.5632231405
2004-10-01,77117.85867768594
2005-10-01,86986.85330578513
2006-10-01,85360.43429752067
2007-10-01,78081.39421487604
2008-10-01,69701.17066115703
2009-10-01,67545.29008264461
2010-10-01,106145.87603305785
2011-10-01,105943.63016528924
2012-10-01,89682.45867768595
2013-10-01,86667.48595041325
2014-10-01,82496.39132231404
2015-10-01,79910.66280991735
2016-10-01,104245.3685950413
